id_solicitud,edad,ciudad,estrato,ingreso_mensual,antiguedad_laboral_meses,num_creditos_activos,utilizacion_cupo,mora_maxima_12m,num_consultas_6m,dti,default
SC-000347,18,Cali,4,1000000.0,8,3,0.194,0,0,0.365,0
SC-000348,21,Bogota,1,1196000.0,162,1,0.371,30,1,0.133,0
SC-000349,27,Cartagena,3,1000000.0,11,1,0.267,150,3,0.051,1
SC-000350,33,Bogota,6,1036000.0,64,0,0.182,150,0,0.0,1
SC-000351,47,Bucaramanga,4,1000000.0,37,1,0.173,0,2,0.124,0
SC-000352,40,Cartagena,3,1000000.0,103,3,0.275,0,3,0.173,0
SC-000353,28,Barranquilla,3,1000000.0,38,2,0.181,0,4,0.213,0
SC-000354,29,Bogota,2,2030000.0,36,0,0.391,30,2,0.0,0
SC-000355,18,Medellín,3,1570000.0,10,2,0.379,30,2,0.104,1
SC-000356,29,Bogota,3,1303000.0,8,2,0.297,30,2,0.147,1
SC-000357,26,Medellín,1,2452000.0,119,3,0.353,0,2,0.235,1
SC-000358,33,Bogota,5,1000000.0,19,0,0.194,0,2,0.0,0
SC-000359,20,Bucaramanga,3,2809000.0,22,2,0.268,0,2,0.226,0
SC-000360,36,Cali,5,1723000.0,68,1,0.182,0,1,0.074,0
SC-000361,48,Medellín,5,1000000.0,19,2,0.526,30,8,0.156,0
SC-000362,28,Medellín,2,1946000.0,145,3,0.125,0,2,0.419,0
SC-000363,34,Medellín,4,1000000.0,64,3,0.251,0,4,0.29,0
SC-000364,38,Cali,3,1000000.0,43,1,0.286,0,2,0.089,0
SC-000365,25,Cali,5,1000000.0,102,0,0.262,0,2,0.0,0
SC-000366,32,Bucaramanga,2,1000000.0,2,2,0.487,0,2,0.282,0
SC-000367,30,Cali,4,1000000.0,14,1,0.217,0,1,0.053,0
SC-000368,31,Bucaramanga,4,2051000.0,30,1,0.281,0,3,0.095,0
SC-000369,20,Bucaramanga,3,1000000.0,12,0,0.347,0,1,0.0,1
SC-000370,30,Bogota,2,1217000.0,65,1,0.294,0,3,0.082,0
SC-000371,35,Bucaramanga,4,1000000.0,120,3,0.311,30,2,0.382,1
SC-000372,47,Bogota,4,1000000.0,26,4,0.167,0,1,0.589,0
SC-000373,41,Bucaramanga,3,1158000.0,20,2,0.104,30,2,0.289,1
SC-000374,55,Medellín,4,1000000.0,156,0,0.197,30,3,0.0,0
SC-000375,20,Bucaramanga,3,1000000.0,28,1,0.387,0,2,0.073,1
SC-000376,40,Bucaramanga,4,1000000.0,32,1,0.289,120,1,0.146,0
SC-000377,32,Bucaramanga,2,3244000.0,20,3,0.256,0,2,0.288,0
SC-000378,56,Cartagena,5,1701000.0,115,0,0.224,30,3,0.0,0
SC-000379,20,Medellín,3,1049000.0,40,2,0.601,120,2,0.241,1
SC-000380,19,Bogota,3,2102000.0,68,2,0.571,90,4,0.157,0
SC-000381,22,Medellín,1,1000000.0,80,2,0.257,0,1,0.153,0
SC-000382,18,Bogota,2,1364000.0,20,0,0.083,0,2,0.0,0
SC-000383,23,Barranquilla,4,1110000.0,27,2,0.756,0,3,0.132,0
SC-000384,20,Medellín,3,1154000.0,90,2,0.82,30,3,0.113,0
SC-000385,31,Bucaramanga,5,2113000.0,21,0,0.485,30,2,0.0,0
SC-000386,34,Barranquilla,1,1528000.0,75,0,0.235,0,0,0.0,0
SC-000387,52,Bucaramanga,3,1171000.0,135,1,0.569,0,1,0.062,0
SC-000388,41,Bogota,3,1000000.0,46,2,0.444,30,4,0.194,1
SC-000389,23,Bucaramanga,1,1000000.0,64,0,0.274,0,1,0.0,0
SC-000390,19,Bucaramanga,2,1000000.0,78,2,0.315,90,3,0.27,0
SC-000391,35,Cali,3,1041000.0,89,1,0.116,60,0,0.073,0
SC-000392,18,Cali,3,1000000.0,24,4,0.465,0,4,0.527,0
SC-000393,51,Cartagena,3,4185000.0,2,0,0.431,30,2,0.0,0
SC-000394,44,Bogota,4,2446000.0,24,3,0.247,0,2,0.353,0
SC-000395,24,Cali,4,1413000.0,53,2,0.097,0,2,0.186,1
SC-000396,18,Medellín,1,1028000.0,28,3,0.167,120,4,0.184,0
SC-000397,46,Bogota,3,1000000.0,66,2,0.135,90,5,0.243,1
SC-000398,28,Medellín,6,1000000.0,21,4,0.393,0,1,0.287,1
SC-000399,44,Bogota,4,1031000.0,48,2,0.26,0,2,0.135,0
SC-000400,18,Bogota,4,1149000.0,9,1,0.449,0,0,0.086,0
SC-000401,22,Bogota,3,1000000.0,66,1,0.075,0,3,0.115,1
SC-000402,30,Bucaramanga,5,1203000.0,37,0,0.408,0,3,0.0,0
SC-000403,30,Cali,5,1000000.0,10,2,0.307,0,8,0.137,1
SC-000404,24,Bucaramanga,4,1000000.0,16,4,0.395,0,6,0.204,1
SC-000405,37,Medellín,6,1000000.0,66,1,0.151,0,4,0.097,1
SC-000406,18,Medellín,2,1000000.0,31,0,0.251,0,3,0.0,0
SC-000407,28,Cali,1,3056000.0,11,2,0.215,150,1,0.147,1
SC-000408,31,Medellín,5,1375000.0,164,0,0.465,30,3,0.0,0
SC-000409,36,Bogota,5,1000000.0,60,0,0.08,0,3,0.0,0
SC-000410,38,Barranquilla,2,1318000.0,151,2,0.109,0,2,0.258,0
SC-000411,18,Bogota,3,1000000.0,26,3,0.12,0,3,0.365,1
SC-000412,18,Cali,1,1885000.0,30,3,0.11,0,1,0.408,0
SC-000413,45,Barranquilla,3,1000000.0,109,1,0.12,0,3,0.051,0
SC-000414,33,Bogota,5,1000000.0,35,1,0.249,60,2,0.147,0
SC-000415,21,Bogota,4,2181000.0,58,2,0.329,30,0,0.168,0
SC-000416,48,Cartagena,3,1000000.0,13,4,0.092,30,5,0.596,0
SC-000417,31,Medellín,3,1000000.0,28,2,0.242,0,2,0.151,1
SC-000418,44,Bogota,1,1000000.0,6,2,0.303,120,2,0.194,0
SC-000419,30,Bucaramanga,3,1836000.0,11,4,0.403,120,0,0.342,0
SC-000420,54,Bogota,4,1000000.0,0,1,0.051,0,4,0.086,1
SC-000421,51,Barranquilla,6,1000000.0,1,1,0.345,0,1,0.134,1
SC-000422,27,Bucaramanga,5,1000000.0,181,3,0.304,0,5,0.374,1
SC-000423,41,Bogota,1,1371000.0,13,1,0.239,0,4,0.149,0
SC-000424,37,Bogota,5,2023000.0,52,2,0.171,30,1,0.223,0
SC-000425,46,Bogota,5,1000000.0,87,3,0.108,0,1,0.289,0
SC-000426,18,Medellín,5,1000000.0,38,1,0.072,0,2,0.059,1
SC-000427,38,Bogota,3,1968000.0,7,3,0.388,0,1,0.449,0
SC-000428,42,Barranquilla,3,1000000.0,62,2,0.087,0,3,0.21,0
SC-000429,18,Bogota,3,1000000.0,44,2,0.117,90,4,0.24,1
SC-000430,18,Cali,1,1104000.0,63,2,0.322,0,2,0.181,0
SC-000431,18,Bucaramanga,2,1289000.0,70,0,0.027,30,4,0.0,0
SC-000432,26,Bucaramanga,2,1000000.0,177,4,0.269,0,2,0.577,0
SC-000433,38,Cali,3,1005000.0,40,0,0.195,0,4,0.0,0
SC-000434,48,Medellín,4,1000000.0,20,2,0.305,0,4,0.158,0
SC-000435,30,Cali,3,1000000.0,50,2,0.15,30,2,0.13,1
SC-000436,49,Cali,1,1293000.0,3,0,0.228,0,3,0.0,0
SC-000437,18,Medellín,6,1000000.0,109,4,0.328,0,2,0.225,0
SC-000438,18,Bogota,6,1020000.0,6,1,0.514,0,4,0.058,0
SC-000439,29,Bucaramanga,5,1287000.0,19,0,0.181,0,1,0.0,0
SC-000440,34,Medellín,6,1000000.0,81,4,0.173,150,2,0.406,0
SC-000441,29,Bogota,4,1091000.0,43,2,0.109,0,4,0.181,1
SC-000442,18,Medellín,6,1000000.0,24,2,0.231,0,1,0.109,1
SC-000443,28,Medellín,1,1000000.0,30,1,0.431,0,5,0.146,1
SC-000444,18,Bucaramanga,3,1420000.0,92,3,0.363,90,1,0.436,1
SC-000445,38,Cartagena,2,1082000.0,19,2,0.344,0,1,0.156,1
SC-000446,34,Cartagena,2,1000000.0,97,4,0.409,30,1,0.493,0
SC-000447,18,Bogota,2,1126000.0,4,3,0.179,90,2,0.324,1
SC-000448,23,Medellín,4,1512000.0,71,1,0.018,0,3,0.074,0
SC-000449,18,Cali,5,1000000.0,90,1,0.164,0,2,0.076,1
SC-000450,29,Bogota,4,1974000.0,9,2,0.39,0,3,0.198,0
SC-000451,41,Bogota,2,1000000.0,27,1,0.13,60,2,0.092,0
SC-000452,18,Cartagena,5,1271000.0,8,0,0.407,0,0,0.0,0
SC-000453,36,Bogota,4,2019000.0,58,1,0.251,0,2,0.131,0
SC-000454,23,Cali,3,1000000.0,36,3,0.288,30,3,0.294,1
SC-000455,20,Bogota,4,1000000.0,48,1,0.402,0,5,0.115,1
SC-000456,28,Bogota,3,1000000.0,10,1,0.201,0,2,0.069,1
SC-000457,18,Bogota,3,1000000.0,11,0,0.571,0,1,0.0,1
SC-000458,23,Bucaramanga,6,2788000.0,2,2,0.253,0,3,0.164,0
SC-000459,18,Bucaramanga,3,1000000.0,18,3,0.559,0,2,0.308,1
SC-000460,53,Bucaramanga,3,1000000.0,39,4,0.296,0,4,0.512,1
SC-000461,30,Cali,5,1113000.0,93,1,0.174,90,3,0.127,0
SC-000462,21,Bogota,4,1000000.0,52,1,0.374,0,3,0.085,0
SC-000463,32,Cali,1,1000000.0,27,2,0.302,90,1,0.239,0
SC-000464,28,Medellín,2,1191000.0,146,3,0.095,30,0,0.432,0
SC-000465,27,Bucaramanga,1,1000000.0,60,2,0.496,0,8,0.225,0
SC-000466,37,Bogota,4,1000000.0,127,2,0.343,30,2,0.13,0
SC-000467,39,Cali,3,1000000.0,35,0,0.525,0,4,0.0,1
SC-000468,23,Bogota,2,1000000.0,14,0,0.296,180,0,0.0,0
SC-000469,23,Medellín,6,1194000.0,2,2,0.15,90,3,0.274,0
SC-000470,26,Cartagena,4,2822000.0,62,2,0.305,0,4,0.203,1
SC-000471,18,Medellín,2,1000000.0,6,3,0.303,0,4,0.266,0
SC-000472,18,Medellín,4,1127000.0,17,0,0.177,0,2,0.0,0
SC-000473,46,Medellín,4,1492000.0,36,2,0.196,0,2,0.176,0
SC-000474,49,Medellín,1,1000000.0,39,2,0.242,0,4,0.281,0
SC-000475,27,Cartagena,3,2735000.0,44,2,0.524,0,0,0.104,1
SC-000476,36,Bucaramanga,5,1112000.0,8,1,0.051,30,4,0.097,0
SC-000477,33,Bucaramanga,3,2621000.0,22,1,0.216,0,0,0.143,0
SC-000478,66,Cartagena,4,1000000.0,46,3,0.526,60,3,0.268,0
SC-000479,43,Medellín,3,2931000.0,168,3,0.094,60,0,0.278,1
SC-000480,28,Barranquilla,1,1568000.0,62,1,0.795,0,7,0.108,0
SC-000481,18,Medellín,2,1372000.0,122,2,0.402,90,2,0.193,1
SC-000482,18,Bogota,3,1133000.0,68,1,0.121,0,2,0.067,0
SC-000483,32,Bucaramanga,2,1000000.0,42,3,0.298,0,1,0.156,0
SC-000484,20,Bogota,1,2023000.0,10,1,0.165,30,4,0.111,0
SC-000485,18,Bucaramanga,5,1071000.0,52,4,0.153,0,6,0.568,0
SC-000486,22,Medellín,6,1000000.0,46,3,0.311,0,2,0.182,0
SC-000487,18,Barranquilla,5,1000000.0,44,1,0.04,90,1,0.071,1
SC-000488,50,Barranquilla,5,1000000.0,32,1,0.054,150,1,0.087,0
SC-000489,40,Bucaramanga,2,1186000.0,36,0,0.318,30,0,0.0,0
SC-000490,29,Barranquilla,6,1000000.0,19,2,0.181,60,4,0.154,1
SC-000491,47,Cali,2,2046000.0,35,2,0.364,0,1,0.276,0
SC-000492,30,Bogota,6,1000000.0,10,3,0.261,0,3,0.166,0
SC-000493,19,Cali,6,1073000.0,78,1,0.156,30,4,0.144,0
SC-000494,48,Bogota,4,1000000.0,9,1,0.379,0,6,0.106,0
SC-000495,36,Cartagena,6,1553000.0,4,4,0.302,0,3,0.464,0
SC-000496,18,Cali,4,1000000.0,27,1,0.767,0,6,0.087,1
SC-000497,27,Barranquilla,3,1266000.0,51,1,0.186,30,3,0.128,1
SC-000498,19,Bogota,3,1000000.0,27,3,0.096,0,2,0.2,0
SC-000499,18,Bogota,4,2122000.0,15,1,0.476,30,4,0.055,0
SC-000500,41,Barranquilla,1,1840000.0,39,1,0.229,0,1,0.09,0
SC-000501,52,Bogota,4,1397000.0,20,2,0.112,0,5,0.271,1
SC-000502,18,Bogota,6,1000000.0,129,2,0.312,0,4,0.251,0
SC-000503,36,Bogota,2,1394000.0,122,3,0.292,0,1,0.305,0
SC-000504,22,Bucaramanga,5,1000000.0,33,2,0.254,90,2,0.214,1
SC-000505,24,Cartagena,6,1645000.0,19,2,0.362,0,2,0.126,1
SC-000506,22,Medellín,6,2649000.0,64,2,0.185,0,3,0.268,1
SC-000507,19,Bogota,6,1872000.0,1,0,0.464,0,1,0.0,0
SC-000508,30,Medellín,4,1000000.0,30,2,0.336,0,4,0.231,0
SC-000509,20,Cartagena,6,1223000.0,19,4,0.104,0,1,0.386,1
SC-000510,33,Barranquilla,5,1000000.0,121,3,0.371,0,3,0.439,1
SC-000511,29,Bogota,2,1388000.0,0,3,0.206,150,5,0.414,0
SC-000512,27,Bogota,3,1290000.0,38,1,0.774,30,1,0.114,0
SC-000513,19,Bogota,4,1000000.0,64,0,0.176,0,0,0.0,0
SC-000514,23,Barranquilla,2,1000000.0,31,2,0.109,0,4,0.224,0
SC-000515,39,Cartagena,4,1000000.0,4,3,0.161,0,2,0.323,1
SC-000516,36,Bogota,4,1000000.0,172,1,0.224,0,2,0.089,0
SC-000517,18,Bogota,2,1000000.0,35,4,0.227,30,4,0.323,1
SC-000518,31,Bogota,4,1243000.0,45,1,0.36,90,2,0.091,0
SC-000519,39,Bucaramanga,5,1145000.0,12,0,0.068,0,1,0.0,0
SC-000520,18,Bogota,3,1000000.0,31,2,0.131,60,2,0.186,0
SC-000521,36,Cartagena,1,1000000.0,26,0,0.269,0,0,0.0,0
SC-000522,22,Cali,1,1847000.0,3,4,0.091,0,2,0.504,0
SC-000523,36,Medellín,3,2658000.0,5,1,0.386,0,2,0.103,0
SC-000524,20,Bogota,6,1000000.0,87,1,0.135,0,0,0.057,0
SC-000525,18,Bogota,2,1000000.0,13,2,0.182,90,1,0.174,0
SC-000526,18,Cali,4,1322000.0,10,1,0.087,0,3,0.138,1
SC-000527,30,Cartagena,2,1000000.0,33,1,0.08,0,0,0.126,0
SC-000528,33,Barranquilla,3,1000000.0,70,2,0.467,120,1,0.165,1
SC-000529,19,Cali,5,1535000.0,3,1,0.235,90,1,0.144,0
SC-000530,37,Bogota,4,1000000.0,41,2,0.151,60,3,0.115,0
SC-000531,18,Bucaramanga,1,2172000.0,6,2,0.401,120,5,0.292,0
SC-000532,29,Cartagena,3,1028000.0,1,5,0.736,0,2,0.373,0
SC-000533,18,Bogota,1,1000000.0,2,2,0.218,60,4,0.102,0
SC-000534,22,Bucaramanga,3,1000000.0,86,2,0.47,30,3,0.187,1
SC-000535,30,Cali,4,1000000.0,6,3,0.435,90,1,0.258,1
SC-000536,19,Cali,2,1000000.0,2,2,0.299,60,3,0.208,0
SC-000537,25,Cartagena,3,2414000.0,27,3,0.24,0,4,0.389,0
SC-000538,42,Bucaramanga,3,1009000.0,89,3,0.665,60,0,0.403,1
SC-000539,23,Barranquilla,6,1284000.0,14,1,0.1,0,1,0.09,0
SC-000540,40,Bogota,6,1743000.0,26,4,0.526,0,1,0.372,0
SC-000541,18,Medellín,1,1000000.0,1,0,0.216,0,1,0.0,0
SC-000542,36,Bucaramanga,5,1308000.0,28,3,0.184,120,3,0.164,0
SC-000543,47,Bogota,3,1000000.0,41,4,0.084,0,1,0.456,0
SC-000544,18,Medellín,3,1636000.0,40,1,0.213,0,5,0.056,0
SC-000545,20,Medellín,5,1000000.0,19,1,0.092,0,0,0.123,0
SC-000546,36,Medellín,6,1000000.0,18,1,0.47,120,2,0.104,1
SC-000547,27,Cali,6,1000000.0,5,2,0.259,0,2,0.14,0
SC-000548,34,Bucaramanga,4,1276000.0,21,1,0.379,60,2,0.104,0
SC-000549,22,Bogota,3,1305000.0,5,3,0.219,90,4,0.205,1
SC-000550,31,Bogota,5,1000000.0,69,2,0.359,0,2,0.188,0
SC-000551,28,Bogota,3,1000000.0,162,2,0.146,0,2,0.26,0
SC-000552,44,Bucaramanga,4,1000000.0,168,2,0.187,30,1,0.192,0
SC-000553,33,Barranquilla,3,1000000.0,96,0,0.127,90,2,0.0,1
SC-000554,34,Bogota,4,1632000.0,44,0,0.387,60,1,0.0,1
SC-000555,25,Bucaramanga,2,1000000.0,57,2,0.168,0,3,0.137,0
SC-000556,24,Bucaramanga,2,1000000.0,16,3,0.382,90,1,0.372,0
SC-000557,24,Bucaramanga,6,1000000.0,47,2,0.021,0,4,0.196,0
SC-000558,34,Bucaramanga,2,1000000.0,29,2,0.556,0,1,0.191,0
SC-000559,24,Bogota,4,1000000.0,31,1,0.224,60,1,0.135,0
SC-000560,33,Cartagena,2,1000000.0,68,0,0.373,0,3,0.0,0
SC-000561,54,Medellín,1,1051000.0,15,2,0.021,60,1,0.107,0
SC-000562,40,Bucaramanga,1,2185000.0,18,3,0.051,0,2,0.239,0
SC-000563,26,Barranquilla,2,1188000.0,124,3,0.795,90,3,0.411,0
SC-000564,44,Cartagena,5,1000000.0,2,3,0.178,0,8,0.155,0
SC-000565,25,Barranquilla,3,1294000.0,31,3,0.531,0,1,0.314,1
SC-000566,18,Bogota,6,1000000.0,117,0,0.137,60,3,0.0,0
SC-000567,18,Cali,4,1000000.0,45,1,0.275,0,1,0.112,0
SC-000568,18,Bucaramanga,3,1000000.0,37,2,0.255,0,3,0.252,0
SC-000569,25,Bucaramanga,4,1000000.0,13,1,0.143,180,3,0.123,1
SC-000570,30,Bogota,4,1000000.0,20,4,0.239,0,1,0.477,0
SC-000571,50,Bogota,5,1083000.0,91,0,0.099,150,4,0.0,1
SC-000572,33,Bogota,3,1000000.0,39,1,0.596,0,4,0.115,0
SC-000573,27,Barranquilla,3,1000000.0,34,3,0.274,0,0,0.271,1
SC-000574,39,Bucaramanga,5,1000000.0,5,1,0.239,60,4,0.097,0
SC-000575,18,Bogota,6,1418000.0,0,3,0.096,30,0,0.365,0
SC-000576,32,Cali,5,1000000.0,159,4,0.312,0,0,0.551,0
SC-000577,39,Bucaramanga,3,1568000.0,22,1,0.091,0,1,0.077,0
SC-000578,18,Cartagena,5,1000000.0,44,3,0.098,60,2,0.253,1
SC-000579,43,Cali,3,1000000.0,3,2,0.141,0,3,0.286,0
SC-000580,34,Cali,3,1000000.0,55,2,0.036,0,2,0.216,0
SC-000581,25,Cali,2,1000000.0,129,1,0.09,0,3,0.068,0
SC-000582,37,Bogota,4,1768000.0,41,3,0.275,0,3,0.349,1
SC-000583,57,Cali,2,1342000.0,6,3,0.293,0,0,0.447,0
SC-000584,32,Barranquilla,3,1771000.0,41,1,0.098,0,1,0.132,0
SC-000585,32,Bucaramanga,5,1347000.0,69,3,0.354,0,1,0.374,1
SC-000586,24,Barranquilla,2,1000000.0,25,3,0.393,0,1,0.212,0
SC-000587,19,Cartagena,1,1000000.0,101,2,0.421,0,2,0.275,0
SC-000588,39,Bogota,1,1000000.0,50,1,0.467,30,4,0.103,1
SC-000589,19,Medellín,6,2188000.0,110,2,0.209,0,3,0.278,0
SC-000590,30,Bogota,4,1000000.0,46,4,0.167,90,5,0.332,1
SC-000591,24,Bogota,3,1683000.0,6,1,0.241,30,0,0.056,0
SC-000592,35,Barranquilla,5,1682000.0,17,2,0.297,0,3,0.195,0
SC-000593,34,Bucaramanga,5,2951000.0,10,1,0.413,30,1,0.077,0
SC-000594,42,Bogota,3,1000000.0,114,2,0.058,0,2,0.243,0
SC-000595,23,Medellín,4,1510000.0,68,1,0.317,60,1,0.146,0
SC-000596,26,Bucaramanga,5,3871000.0,54,0,0.216,180,1,0.0,1
SC-000597,18,Bogota,4,1000000.0,17,6,0.241,0,3,0.832,0
SC-000598,24,Cali,2,1000000.0,9,0,0.231,30,2,0.0,0
SC-000599,34,Cartagena,5,1000000.0,67,4,0.146,0,3,0.509,0
SC-000600,39,Cali,4,1510000.0,30,2,0.288,0,3,0.269,1
SC-000601,18,Bogota,3,1000000.0,12,1,0.316,90,1,0.121,0
SC-000602,40,Medellín,3,1000000.0,46,2,0.306,0,4,0.202,0
SC-000603,46,Cartagena,1,1280000.0,1,3,0.179,0,3,0.338,0
SC-000604,34,Cali,2,1100000.0,18,2,0.206,0,3,0.24,0
SC-000605,52,Bogota,5,1271000.0,30,1,0.042,30,3,0.075,0
SC-000606,20,Cartagena,1,1125000.0,7,0,0.137,0,6,0.0,0
SC-000607,18,Bogota,3,2121000.0,200,2,0.073,120,3,0.29,1
SC-000608,18,Cartagena,4,1000000.0,11,4,0.41,0,4,0.386,0
SC-000609,47,Bogota,1,1000000.0,6,2,0.164,0,5,0.24,0
SC-000610,37,Bucaramanga,6,1000000.0,10,0,0.287,30,1,0.0,0
SC-000611,29,Medellín,2,1620000.0,70,2,0.25,0,4,0.232,1
SC-000612,33,Medellín,3,1690000.0,26,1,0.226,30,0,0.105,0
SC-000613,18,Bogota,3,1291000.0,40,0,0.098,0,1,0.0,1
SC-000614,59,Medellín,2,2003000.0,1,1,0.193,0,3,0.095,0
SC-000615,31,Bucaramanga,1,1000000.0,1,1,0.477,0,2,0.056,0
SC-000616,31,Bucaramanga,4,2677000.0,28,2,0.402,120,3,0.269,1
SC-000617,38,Medellín,6,2456000.0,81,2,0.527,0,7,0.235,1
SC-000618,35,Medellín,2,1531000.0,103,2,0.562,60,5,0.27,0
SC-000619,32,Barranquilla,4,2868000.0,4,0,0.239,0,3,0.0,0
SC-000620,20,Bucaramanga,4,1000000.0,37,3,0.389,0,3,0.159,1
SC-000621,35,Cali,5,1000000.0,117,0,0.197,0,3,0.0,0
SC-000622,52,Medellín,3,1000000.0,23,1,0.268,120,1,0.065,1
SC-000623,46,Medellín,3,1518000.0,84,2,0.282,30,4,0.262,0
SC-000624,49,Barranquilla,3,1000000.0,6,3,0.39,30,5,0.397,0
SC-000625,23,Bogota,4,1551000.0,131,0,0.464,0,5,0.0,0
SC-000626,18,Cali,5,2241000.0,66,1,0.246,0,1,0.063,0
SC-000627,28,Medellín,2,1494000.0,136,1,0.284,0,1,0.117,0
SC-000628,30,Cartagena,3,1167000.0,54,2,0.232,120,0,0.278,1
SC-000629,43,Bogota,6,1000000.0,21,0,0.279,0,1,0.0,1
SC-000630,18,Cali,5,1000000.0,133,1,0.263,0,1,0.091,0
SC-000631,48,Cali,6,2084000.0,15,1,0.355,0,0,0.094,0
SC-000632,28,Barranquilla,5,1572000.0,19,4,0.136,0,5,0.233,0
SC-000633,24,Bogota,3,1000000.0,57,2,0.163,0,1,0.278,0
SC-000634,18,Cali,4,1000000.0,69,1,0.436,90,1,0.137,1
SC-000635,18,Cali,4,1000000.0,127,1,0.329,0,2,0.15,0
SC-000636,39,Cali,1,1000000.0,10,3,0.194,90,7,0.326,0
SC-000637,30,Cali,4,3100000.0,76,3,0.584,60,5,0.375,1
SC-000638,18,Barranquilla,4,1000000.0,64,1,0.035,0,4,0.07,1
SC-000639,18,Bucaramanga,2,1103000.0,3,1,0.257,0,1,0.117,0
SC-000640,25,Bogota,5,1802000.0,23,1,0.243,0,4,0.115,1
SC-000641,50,Bucaramanga,4,1000000.0,15,3,0.451,90,1,0.42,1
SC-000642,26,Cali,6,1100000.0,17,1,0.201,0,1,0.133,0
SC-000643,18,Bogota,1,1728000.0,195,2,0.242,0,5,0.288,1
SC-000644,27,Bogota,3,1000000.0,49,3,0.278,0,3,0.411,0
SC-000645,26,Medellín,4,5504000.0,60,1,0.115,0,4,0.137,0
SC-000646,18,Cartagena,3,1000000.0,180,2,0.296,0,5,0.113,0
SC-000647,29,Barranquilla,4,1858000.0,22,2,0.271,0,2,0.269,0
SC-000648,27,Cartagena,5,1000000.0,77,2,0.482,60,2,0.221,1
SC-000649,38,Cali,2,1565000.0,27,3,0.685,60,2,0.264,0
SC-000650,52,Medellín,4,1283000.0,97,3,0.477,0,2,0.167,0
SC-000651,43,Bogota,4,1000000.0,9,2,0.226,0,6,0.236,1
SC-000652,26,Medellín,3,1130000.0,141,2,0.108,90,2,0.166,1
SC-000653,18,Medellín,6,1000000.0,11,3,0.163,0,1,0.29,1
SC-000654,60,Bogota,5,1414000.0,18,1,0.176,90,1,0.118,0
SC-000655,30,Bogota,4,1177000.0,67,0,0.105,0,3,0.0,1
SC-000656,30,Cali,4,1444000.0,24,2,0.453,30,4,0.265,0
SC-000657,29,Cartagena,3,1858000.0,44,0,0.395,0,1,0.0,0
SC-000658,32,Bucaramanga,6,1228000.0,28,1,0.25,0,6,0.089,0
SC-000659,28,Bucaramanga,4,1076000.0,65,3,0.236,90,2,0.222,1
SC-000660,23,Barranquilla,4,1000000.0,12,0,0.361,0,3,0.0,0
SC-000661,23,Medellín,5,1000000.0,2,2,0.3,0,5,0.122,1
SC-000662,29,Barranquilla,3,2007000.0,17,1,0.214,0,0,0.147,0
SC-000663,23,Cartagena,5,2331000.0,30,2,0.219,60,5,0.215,0
SC-000664,21,Bogota,2,1000000.0,8,0,0.443,0,4,0.0,1
SC-000665,31,Medellín,3,1012000.0,21,0,0.154,60,2,0.0,0
SC-000666,26,Bucaramanga,3,1000000.0,24,2,0.443,0,3,0.209,1
SC-000667,48,Medellín,6,1990000.0,2,0,0.325,0,2,0.0,0
SC-000668,18,Cali,5,1468000.0,42,2,0.566,60,3,0.107,0
SC-000669,43,Cali,4,3156000.0,103,1,0.22,0,5,0.145,0
SC-000670,44,Bogota,4,1000000.0,7,2,0.104,0,1,0.155,0
SC-000671,18,Medellín,4,1000000.0,43,2,0.315,0,3,0.103,0
SC-000672,25,Medellín,6,1131000.0,52,2,0.136,0,2,0.115,0
SC-000673,25,Bogota,3,1451000.0,26,2,0.131,30,3,0.216,0
SC-000674,18,Bogota,3,1000000.0,57,0,0.545,0,2,0.0,0
SC-000675,20,Bucaramanga,2,1000000.0,25,1,0.458,0,3,0.054,0
SC-000676,18,Bogota,5,1671000.0,33,2,0.251,0,2,0.176,0
SC-000677,51,Cali,4,1518000.0,0,2,0.29,0,3,0.225,0
SC-000678,41,Bogota,3,1000000.0,56,2,0.279,0,2,0.122,0
SC-000679,45,Bucaramanga,1,2221000.0,51,1,0.363,120,1,0.081,1
SC-000680,38,Bogota,5,1987000.0,1,1,0.216,90,2,0.092,1
SC-000681,18,Medellín,1,1067000.0,22,0,0.014,0,0,0.0,0
SC-000682,23,Bucaramanga,4,1033000.0,185,2,0.083,0,5,0.201,1
SC-000683,35,Bucaramanga,6,1373000.0,26,1,0.175,120,5,0.059,1
SC-000684,18,Bogota,3,1000000.0,33,1,0.214,0,4,0.055,0
SC-000685,38,Bucaramanga,2,1003000.0,115,0,0.383,0,2,0.0,1
SC-000686,27,Medellín,4,1000000.0,60,2,0.483,60,4,0.15,0
SC-000687,25,Cali,5,1666000.0,41,1,0.172,0,3,0.06,0
SC-000688,38,Bogota,4,1000000.0,76,1,0.269,0,0,0.092,0
SC-000689,35,Bogota,6,2427000.0,95,2,0.379,150,0,0.283,1
SC-000690,25,Barranquilla,1,1000000.0,29,4,0.172,30,1,0.49,0
SC-000691,43,Cali,4,1000000.0,30,1,0.464,0,3,0.132,0
SC-000692,18,Medellín,4,1000000.0,23,2,0.077,0,3,0.274,0
SC-000693,37,Barranquilla,5,1000000.0,163,1,0.246,0,3,0.147,0
SC-000694,37,Cartagena,2,2306000.0,57,3,0.245,60,3,0.379,0
SC-000695,26,Bogota,5,1000000.0,4,2,0.373,0,4,0.222,0
SC-000696,33,Cali,4,2118000.0,95,3,0.112,0,1,0.26,0
